part_number,manufacturer,price_field,quantity_field
6,37P,725.61,3802580
1,37Q,620.41,3802380
5,37Q,529.81,209280
2,37R,546.01,623180
3,37R,651.71,623280
4,37R,546.01,623680
5,37R,546.01,623780
7,37R,620.91,3802380
8,37R,207.21,3802480
9,37R,207.21,3802580
1,37S,855.61,3564280
2,37S,482.21,3564380
3,37S,356.61,3564480
4,37S,421.01,3564580
5,37S,453.01,3564680
6,37S,351.61,3559880
7,37S,687.41,3564780
8,37S,624.11,3564880
9,37S,506.11,3565080
0,37T,448.31,3565280
4,37T,545.91,624080
5,37T,545.91,624280
7,37T,545.91,623680
8,37T,545.91,623780
9,37T,452.81,617380
0,37V,452.81,617580
2,37V,355.91,617380
3,37V,344.21,617580
4,37V,652.51,623680
5,37V,698.81,623780
6,37V,545.91,624080
7,37V,358.41,624280
3,37W,494.71,3802380
4,37W,561.41,3802480
5,37W,48.41,3802580
6,37W,334.51,9263280
5,385,15.31,913856
6,386,591.91,913800000
7,386,802.71,9138000000
9,386,522.81,913870
A,38A,545.91,623980
C,38A,358.41,624180
L,38A,759.91,3686580
N,38A,276.41,3686680
P,38A,275.91,9970780
Q,38A,386.51,3686780
R,38A,813.71,2007580
S,38A,172.51,3801880
T,38A,721.71,3802080
V,38A,41.11,3802180
W,38A,495.21,3801980
X,38A,106.11,9263380
5,38K,617.11,3563380
6,38K,854.81,3563480
7,38K,82.81,3563880
8,38K,391.11,3563980
9,38K,782.21,3563280
0,38L,92.41,3563580
1,38L,660.91,3563680
2,38L,174.71,3563780
3,38L,82.81,3564080
4,38L,597.11,3564180
2,38N,195.21,3562580
3,38N,952.01,3562180
7,38Q,500.21,617280
8,38Q,788.51,617480
1,38R,227.31,3563880
2,38R,227.31,3564080
7,38R,725.61,3686580
8,38R,285.61,3686780
9,38R,261.61,3801880
0,38S,829.31,2007580
1,38S,118.11,3686680
5,38S,58.81,3563980
6,38S,58.81,3564180
7,38S,227.31,3802080
8,38S,285.61,3802180
0,38T,725.61,9970780
4,38T,16.51,3801980
8,38T,941.81,209180
4,38V,546.01,623080
5,38V,546.01,623380
6,38V,545.91,623480
7,38V,546.01,623580
8,38V,546.01,623880
9,38V,829.31,2007580
0,38W,419.51,3686580
1,38W,446.61,3686680
2,38W,261.61,3801880
3,38W,285.61,3686780
4,38W,756.41,9970780
5,38W,575.01,3801980
6,38W,972.41,3802080
7,38W,239.91,3802180
9,38W,192.31,3563380
0,38X,482.21,3563480
1,38X,766.21,3563280
2,38X,663.61,3563580
3,38X,192.31,3563680
4,38X,650.81,3563780
5,38X,799.01,3563880
6,38X,415.71,3563980
7,38X,766.21,3564080
8,38X,5.61,3564180
0,38Y,219.61,6384780
8,38Y,545.91,624180
9,38Y,545.91,623980
1,38Z,545.91,623580
2,38Z,545.91,623880
3,38Z,452.81,617280
4,38Z,452.81,617480
6,38Z,436.31,617280
7,38Z,622.01,617480
8,38Z,652.51,623580
9,38Z,124.61,623880
7,420,27.81,1889880
4,421,7.81,1889880
7,421,7.31,1889880
6,432,584.92,914358
8,432,553.32,914358
7,439,201.51,91430000000
8,439,271.61,914300000000
7,43K,20.91,697325
3,442,553.32,914358
4,442,546.42,914358
4,470,26.31,914732
5,472,677.01,914747
6,473,52.11,914737
0,51C,91.11,911517
W,51C,448.11,2179080
X,51C,433.41,2176280
J,51E,311.71,2179080
K,51E,757.31,2176280
R,51E,256.21,7732080
S,51E,256.21,7732180
1,643,343.81,3353980
3,643,325.81,3353980
9,644,315.61,916456
1,646,430.01,916458
3,646,63.31,690758
4,646,341.41,916477
3,648,633.11,916492
K,70H,560.61,8471380
C,70J,243.61,2368180
E,70J,69.31,6717680
F,70J,214.61,6717780
T,70J,932.21,7461380
V,70K,552.71,1993980
W,70K,404.41,1993780
X,70K,997.61,2798980
X,70L,38.81,8746880
Y,70L,110.91,8747280
9,70R,175.71,7461280
6,70Y,741.81,8746280
7,70Y,127.01,8746980
3,721,141.71,7082480
5,721,50.71,917217
1,817,37.51,3725880
9,81G,371.51,205580
7,81H,294.01,1672580
6,81J,995.51,760280
7,81J,155.71,760180
9,81K,282.31,204880
5,81L,55.41,5059780
9,81N,405.11,5059780
7,81P,431.81,1672580
8,81T,156.21,760080
81,997,185.71,50108
1,017,737.91,920294
5,017,303.01,6252880
6,017,303.71,920189
7,01C,524.21,1580
3,01F,880.11,4880
2,01J,188.51,6450480
4,01J,278.51,9772180
2,01K,165.51,1845580
5,01K,478.31,6216280
6,01K,621.91,6215580
7,01K,610.71,6461480
4,01L,108.51,1690380
6,01L,290.81,6003180
7,01L,673.31,6000480
0,01N,666.81,8510680
2,01N,796.21,4933880
3,01N,977.81,5998580
6,01N,865.01,6450480
7,01N,412.21,6046680
1,01P,602.21,4780
2,01P,416.51,4933680
8,01P,730.91,6027380
3,01Q,498.31,4690880
4,01Q,870.31,6461480
6,01Q,954.81,7402880
7,01Q,274.61,6128880
9,01Q,293.61,5663980
0,01R,266.61,5972280
1,01R,218.61,4659680
2,01R,787.41,4659880
4,01R,30.11,5996880
6,01R,727.01,8510680
3,025,279.61,920293
7,026,303.01,6252780
8,026,303.71,920281
2,028,199.81,920200000000
0,02A,432.01,92020000000
9,02A,79.31,1480
1,02E,442.11,9771980
6,02E,660.41,13080
7,02H,278.51,9772280
S,02H,188.51,6450380
2,02K,129.51,6216180
3,02K,621.91,6215380
4,02K,419.01,6461080
1,02L,734.51,1690480
3,02L,290.81,6003680
7,02L,666.81,8510780
9,02L,776.31,4933780
1,02N,977.81,5998480
6,02N,865.01,6450380
8,02N,412.21,6046580
1,02P,983.51,4580
2,02P,416.51,4933580
8,02P,82.01,6027280
3,02Q,627.31,4690780
4,02Q,843.71,6461080
6,02Q,128.61,7402780
7,02Q,267.61,6128780
9,02Q,200.61,5663880
1,02R,395.61,4659580
2,02R,787.41,4659780
4,02R,859.51,5997880
6,02R,137.11,8510780
F,03E,612.41,2080
C,03F,754.01,5380
T,03F,182.71,998880
Y,03G,176.01,6080
K,03H,673.51,6222180
L,03H,102.21,6461280
N,03H,418.51,6461180
L,03J,738.21,4934080
N,03J,868.21,980
Y,03J,753.81,6220780
K,03K,86.71,4692180
L,03K,962.71,5805680
N,03K,495.91,6461280
P,03K,842.71,5880
Q,03K,84.61,6461180
W,03K,487.31,998980
X,03K,936.91,5972680
Y,03K,218.61,4634380
Z,03K,787.41,4634580
6,04F,280.21,1980
2,04G,58.31,920491
3,04G,78.41,920492
2,04H,674.11,4980
5,04J,970.81,998480
0,04N,176.01,5980
5,04N,310.71,643080
0,04P,264.41,6221080
1,04P,962.91,1731480
2,04P,419.01,6461380
0,04R,738.21,4933980
1,04R,868.21,1280
0,04S,753.81,6220680
1,04T,210.41,4691980
2,04T,867.31,5805480
3,04T,665.01,5780
4,04T,184.41,1731480
7,04T,628.81,6461380
8,04T,380.91,5701480
0,04V,487.31,998580
1,04V,936.91,5972580
2,04V,31.11,4634280
3,04V,787.41,4634480
0,094,142.61,920953
1,094,142.61,920952
2,094,933.31,920955
3,094,933.31,920954
X,21C,186.51,5467480
F,21E,608.31,5467280
L,21E,535.71,8314580
N,21E,141.11,1331480
P,21E,357.41,6090580
S,21E,473.61,2389280
E,21G,876.81,2389280
Y,21G,178.91,6086980
C,21H,676.41,1331480
E,21H,584.31,6090580
9,21N,22.91,2738280
7,21X,242.81,7706980
8,21X,765.11,8314580
W,22C,889.41,5467380
E,22E,608.31,5467080
K,22E,242.82,5323380
L,22E,875.71,1331580
N,22E,460.71,6267580
R,22E,472.61,2389180
F,22F,213.21,2808880
C,22G,875.31,2389180
T,22G,178.91,6086880
8,22H,523.52,65410000000
A,22H,676.41,1331580
C,22H,776.21,6267580
9,22T,26.31,836153
6,22X,385.91,7707180
7,22X,737.31,8314480
7,231,658.01,922429
2,234,523.52,65410000000
8,235,625.21,922396
3,237,890.61,922399
2,238,511.41,922393
8,23C,109.31,5466480
6,23E,821.01,5466880
2,23F,82.71,7675380
3,23F,583.31,8741780
9,23F,687.01,2619380
2,23G,831.51,8742180
3,23G,228.01,7675380
8,23G,641.91,2036680
5,23H,121.31,6087180
3,244,523.52,922474
5,247,666.01,922498
4,248,511.41,922497
3,24E,371.71,5466380
0,24F,821.01,5466680
6,24F,82.71,7674980
7,24F,583.31,8741680
3,24G,687.01,2619280
6,24G,260.21,7674980
7,24G,831.51,8742080
9,24G,701.31,5915180
9,24H,121.31,6087080
5,275,23.41,922762
1,407,716.42,924083
2,407,704.21,924082
0,655,711.61,926552
1,655,711.61,926553
7,001,52.01,930060
6,007,275.41,9300
9,007,300.01,6873580
F,00A,392.61,2796680
G,00A,392.61,2797380
J,00A,427.21,2794180
8,00T,99.51,6644280
9,00T,99.51,6644180
2,00V,538.71,3374080
3,00V,612.31,1993580
6,03P,551.21,899080
7,044,534.11,9038380
0,053,57.51,692535
Y,08W,466.81,93330000
Z,08W,466.81,933300000
4,109,383.81,931000000
6,115,99.11,931255
8,127,790.11,931299
7,128,53.41,2874680
729,167,821.01,1258680
732,167,379.31,1467480
362,168,646.11,31085
456,175,116.41,8078980
591,182,845.11,580780
300,186,348.31,8079680
416,186,925.71,2888880
205,187,533.31,4186780
949,188,522.51,27306
950,188,522.51,27306
953,188,612.11,27306
217,191,977.51,97223
193,195,818.71,87976
960,195,623.91,4185580
999,195,390.11,4187080
287,197,901.71,1083380
631,197,529.51,39280
5,20V,403.31,934402
2,225,174.81,932649
4,263,131.01,932697
5,263,194.31,932698
6,263,189.01,932699
0,264,142.71,932649
3,265,828.91,932655
4,265,828.91,932656
3,266,177.11,932763
4,266,781.71,932761
5,266,658.01,932667
2,267,780.11,932670
3,267,780.11,932671
1,273,131.01,932787
2,273,194.31,932788
3,273,189.01,932789
8,275,177.11,932668
9,275,781.71,932666
0,276,658.01,932762
6,296,609.91,933079
7,296,981.11,933080
9,299,712.51,933380
A,29A,728.01,933077
A,31E,783.81,1286480
C,31E,551.41,8057680
L,31G,17.01,692410
G,31L,613.61,933380
9,328,892.21,933287
6,329,652.51,933294
R,32C,616.31,9342000000000
S,32C,616.31,9342000000000
H,32N,17.01,692047
F,32P,713.11,9342000000000
G,32P,35.31,93420000
J,32P,713.11,9342000000000
K,32P,35.31,93420000
L,32P,602.81,9342
Q,32P,35.31,934200000000
R,32P,713.11,934200000
S,32P,330.81,9342
V,32P,713.11,934200000000
W,32P,713.11,934200000
P,32T,35.31,9342000000000
Q,32T,35.31,9342000000000
V,32T,35.31,93420000
W,32T,35.31,93420000
X,32T,35.31,934200000
Y,32T,35.31,934200000
1,330,240.41,933300000000
2,330,240.41,9333000000000
T,33C,794.41,4189480
V,33C,928.31,2203980
A,33H,725.61,93420
E,33H,725.61,93420
6,33N,832.81,934301
7,33N,832.81,934302
8,33N,457.81,934303
0,33P,392.81,934305
1,33P,392.81,934306
2,33P,392.81,934307
3,33P,392.81,934308
5,33P,392.81,934310
6,33P,392.81,934311
7,33P,392.81,934312
8,33P,392.81,934313
0,33Q,392.81,934315
2,33Q,392.81,934317
3,33Q,392.81,934318
6,33Q,392.81,934321
7,33Q,392.81,934322
6,33R,190.31,934331
8,33R,190.31,934333
9,33R,190.31,934334
C,33R,784.71,934666
E,33R,784.71,934662
F,33R,784.71,934668
G,33R,784.71,934664
H,33R,784.71,934665
J,33R,784.71,934661
K,33R,784.71,934667
L,33R,784.71,934663
R,33V,517.91,934665
S,33V,552.91,934661
T,33V,517.91,934667
V,33V,944.31,934663
P,33W,517.91,934666
Q,33W,552.91,934662
R,33W,517.91,934668
S,33W,944.31,934664
T,33Z,290.31,2204080
V,33Z,148.61,2204180
8,34Q,331.01,4828280
9,34Q,849.31,4829180
0,34R,285.71,4827880
1,34R,849.31,4829280
4,34R,640.21,4829580
5,34R,76.81,4828580
6,34R,106.41,4829680
7,34R,165.41,4828780
3,354,572.62,933566
4,354,572.62,933567
2,415,969.51,933294
5,417,782.31,934174
9,417,782.31,934178
F,41P,16.61,2750380
P,41P,18.51,911762
9,41Q,35.31,9342000000
0,41R,35.31,9342000000
0,42T,115.91,7785580
784,454,871.11,271280
8,45K,376.11,934845
9,45K,376.11,934846
4,45L,376.11,934743
R,45Z,218.21,7893580
980,460,597.61,62669
S,46Z,218.21,7893380
889,476,629.81,8110380
483,479,607.61,1705980
703,488,344.41,704180
827,488,694.41,6358080
830,488,536.41,6333680
3,610,13.61,698671
8,65C,7.81,8834980
Y,65H,239.01,7431880
Z,65H,86.11,7431680
X,65J,86.11,7431480
Y,65J,208.31,7431780
H,65L,766.81,7431680
J,65L,677.61,7431480
K,65L,758.51,7431780
F,65N,350.71,7431880
R,65N,935.81,7431680
S,65N,883.71,7431480
T,65N,967.41,7431880
V,65N,738.51,7431780
P,65P,298.71,1921280
Q,65P,243.21,1921380
R,65P,937.41,1921580
S,65P,937.41,1921480
141,858,216.51,23358
2,999,28.21,9010280
8,040,480.71,763780
9,052,441.61,940531
4,068,332.61,7024580
7,06J,185.41,2961980
F,10A,787.71,7977780
N,10A,121.61,7876180
3,121,606.61,941228
5,121,136.51,2793180
6,121,136.51,2793280
0,122,892.31,8423180
9,122,109.21,3700380
2,123,173.01,3700380
3,123,109.21,3700380
4,123,12.31,3700380
5,123,513.91,8423180
6,123,555.21,2789480
Q,16A,250.21,7144680
C,16C,96.81,7102080
F,16C,892.11,9402880
2,16G,466.01,3716280
3,16G,40.21,8680980
4,16G,788.11,3716380
6,16G,741.91,3716480
X,27A,897.21,8878780
Y,27A,211.21,8898880
Z,27A,759.71,8878680
8,27C,514.11,8899080
9,27C,673.41,8898980
L,27C,982.01,3424480
N,27C,751.41,3424580
9,280,221.31,942891
2,283,522.81,942855
2,287,722.51,942876
3,28A,60.71,3709180
4,28A,887.81,8217780
5,28A,832.81,3709280
G,28A,158.41,3715880
5,28F,246.01,3715880
4,28G,79.21,7152880
Y,29F,596.01,2769480
Z,29F,493.31,2769480
2,310,149.61,7778180
5,310,318.21,8861580
5,529,883.41,278880
6,529,882.91,279280
7,529,803.31,9764580
526,560,935.01,14340
3,59J,877.51,9665680
5,59J,643.01,9665880
6,59J,41.81,9665780
11580,615,160.61,1511880
H,64A,479.81,9071780
R,64A,23.11,9350980
T,64A,272.11,307880
V,64A,104.11,308280
X,64C,668.41,9071480
Y,64C,324.11,9350580
A,64E,438.71,9945080
Q,64E,968.71,1263680
R,64E,506.81,1263780
X,64E,410.31,9350480
L,64F,675.11,9071580
Q,64F,711.21,9350680
P,64G,496.01,9351480
Q,64G,479.81,9071680
Q,64H,669.71,1263880
2,64X,277.81,307180
C,64Y,391.81,9350780
6,681,51.01,1687180
5,683,328.31,946830
8,71K,634.01,8483380
5,71N,269.81,2800080
5,853,973.61,948538
822,077,824.31,56434
450,089,79.01,70824
305,091,28.61,60589
789,104,743.51,1060
335,131,177.81,20910
610,137,892.71,59486
926,180,55.51,29588
583,225,91.81,42419
057,229,400.11,14422
310,231,4.71,53903
104,270,223.21,15816
106,272,310.21,45845
570,276,418.81,51346
063,298,166.11,63628
189,298,130.01,71584
794,321,80.81,28834
489,327,55.21,47783
526,358,70.11,28838
832,374,366.71,15088
903,375,482.71,73469
004,391,681.11,92783
465,421,69.81,72904
856,421,767.31,9415
780,423,798.71,51788
982,429,451.81,54742
037,471,722.21,76232
193,507,743.11,27308
658,508,133.21,19685
719,508,901.71,1083280
156,509,844.61,22606
728,509,355.21,24914
163,510,37.51,16424
946,510,0.21,643608
983,510,240.61,911762
433,511,135.41,25088
507,511,587.91,25936
206,512,95.01,6340180
257,512,63.31,53917
637,512,155.81,66004
135,514,371.11,769580
520,514,818.41,27308
608,515,37.51,7684680
013,516,819.51,9813080
016,516,222.31,9812280
091,516,901.21,581580
367,516,524.01,30926
615,516,620.51,230848
710,516,145.61,311133
393,517,887.41,22259
670,519,317.21,31305
315,520,127.61,31343
487,520,257.31,7187680
578,521,502.61,28033
608,521,489.81,30243
856,521,812.81,7123680
006,522,850.11,7537380
144,522,301.61,30791
848,523,681.71,5141580
201,524,906.71,7263980
388,524,102.31,8370880
581,524,71.11,748971
769,524,369.61,5776480
982,524,440.21,562580
994,524,365.51,9812480
006,525,976.21,9813980
470,526,959.71,1590880
651,526,499.71,8144880
653,526,634.41,26654
150,527,138.81,6462980
022,528,543.41,6312080
179,528,120.51,31185
181,528,495.31,623280
210,528,988.51,9812680
211,528,988.51,9812780
391,528,677.01,1407380
538,528,317.61,31354
615,528,494.21,18316
668,528,767.41,9811980
671,528,560.31,9812580
687,528,122.71,637080
990,528,819.51,9814380
086,529,391.31,9813980
236,529,901.71,1258780
238,529,901.71,566980
348,529,316.21,30310
524,529,952.41,1590880
551,529,160.21,9040580
888,529,661.01,2368880
265,530,276.51,28315
315,530,310.21,31333
365,530,762.41,8261580
572,530,34.11,1207980
594,530,283.01,88833
763,530,501.01,8198780
195,531,947.41,9597780
294,531,448.71,1921180
850,599,124.91,227280
883,599,392.11,8078480
909,599,774.61,6284680
143,606,719.21,8043080
572,630,819.61,8187980
763,666,325.21,8043180
769,666,770.51,7347180
857,666,350.11,8043280
858,666,789.41,8043380
860,666,330.61,8043480
861,666,749.61,8187680
862,666,649.71,8187780
124,669,380.01,8043580
005,903,347.51,14432
105,911,209.41,4689
131,943,420.21,64923
99,987,84.31,110280
963,001,148.11,9879080
31880,020,267.91,997180
530,045,456.21,8043680
7,058,210.91,540561
3,05A,571.81,2342180
4,05A,712.51,2342280
5,05A,771.41,2342380
6,05A,592.71,2342480
7,05A,712.51,2342680
8,05A,592.71,2342780
9,05A,700.81,2343080
1,05C,761.71,2343180
2,05C,830.91,2343280
3,05C,879.61,2343380
4,05C,925.31,2343480
5,05C,643.41,2343680
8,05C,642.41,2342580
9,05C,996.91,2343580
2,05E,6.81,9059580
3,05E,9.71,9059580
4,05E,11.21,9059580
5,05E,13.11,9059580
6,05E,15.11,9059580
7,05E,17.01,9059580
8,05E,17.51,9059580
9,05E,20.91,9059580
0,05F,23.41,9059580
1,05F,8.31,9059580
4,05F,10.71,9059580
5,05F,13.11,9059580
0,05G,4.91,2342180
1,05G,4.91,2342180
2,05G,4.91,2342380
3,05G,6.81,2342380
1,05H,6.81,2342180
2,05H,11.71,2342380
0,05J,36.01,9059580
3,05J,4.91,2342180
4,05J,6.81,2342280
5,05J,10.71,2342380
3,05K,4.91,2342080
4,05K,6.81,2342180
5,05K,9.31,2342280
6,05K,10.21,2343280
7,05K,11.21,2343380
8,05K,13.61,2342580
9,05K,15.11,2342680
0,05L,17.01,2343680
3,05L,28.21,2342780
505,065,607.71,8188080
9,06P,882.31,1196580
4,06W,54.71,9059580
151,071,420.21,83748
3,07P,530.71,1196580
1,07R,905.11,670161
4,07R,612.01,1196580
5,07S,447.81,4717780
7,08Q,384.31,9342180
8,08Q,316.61,9342280
9,08Q,250.81,9342380
3,08R,48.21,9342580
4,08R,29.21,9342680
0,08V,839.61,9045080
0,108,979.01,7877580
4,109,269.91,7877380
5,109,295.21,7877480
6,109,603.01,7877580
8,109,198.11,7877780
9,109,198.11,7877880
0,10A,542.31,7876580
1,10A,552.01,7876780
5,10A,54.31,7878180
6,10A,91.01,7877880
7,10A,262.41,7877480
8,10A,397.81,7877980
9,10A,164.01,7878180
1,10C,652.71,7877680
2,10C,68.21,7977780
4,10C,270.61,7878280
5,10C,141.31,7877380
6,10C,383.31,7877580
7,10C,768.61,7877780
8,10C,861.01,7978280
2,10E,858.01,7878280
3,10E,405.91,7878480
4,10E,995.21,7877180
5,10E,543.11,7977780
6,10E,798.81,7977980
9,10E,607.61,7875680
0,10F,19.51,7977680
1,10F,492.81,7978380
2,10F,272.01,7876280
3,10F,785.91,7876480
4,10F,378.41,7876980
5,10F,272.01,7877080
6,10F,359.31,7878080
7,10F,859.11,7875980
8,10F,807.71,7875580
9,10F,617.61,7875880
1,10G,920.21,7977680
2,10G,829.41,7977780
4,10G,769.21,7978580
7,150,183.61,9665780
0,151,529.61,9425980
2,151,236.41,7798780
3,151,25.71,2748780
4,151,432.91,9426080
5,151,271.01,9426280
32780,158,36.01,450343
6,16W,384.51,7144680
9,174,170.11,9665680
5,177,484.41,9665880
5,178,133.71,9665680
7,178,467.61,9665880
4,179,887.71,9665680
6,179,382.11,9665880
95980,192,26.31,643945
55880,198,190.41,1572280
24880,218,37.51,8722380
7,226,490.31,962284
55680,231,56.01,623006
E,27L,311.21,6434180
V,27N,233.61,6434180
C,27P,63.81,1315180
77080,445,88.21,1818780
8,450,196.41,944019
27080,459,148.41,6384980
27180,459,800.51,6384880
704VD,496,558.01,313880
8,508,26.81,643396
73080,510,32.11,4516180
89980,529,865.91,23674
P,52Y,461.11,1686980
56680,576,623.61,2771180
9,579,75.21,6857780
0,57A,703.81,6857880
83780,596,21.41,2750380
W,59C,855.51,945900000000
11980,601,911.21,348980
24880,610,212.01,233657
59480,619,173.12,9716580
8,630,741.32,966310
9,630,658.31,966317
7,632,308.51,306880
05480,633,693.21,4383880
7,634,624.41,966389
9,636,205.41,7938180
0,638,342.21,9351380
2,638,7.21,9351380
5,638,405.31,9072180
0,639,84.01,9351880
2,639,272.11,307680
3,639,870.31,308080
6,639,922.11,9072780
7,639,447.31,9003280
8,639,171.81,9003580
3,63A,278.41,9003680
1,63E,629.31,9072280
4,63E,582.71,966300
7,63G,789.31,9351380
9,63G,616.31,9351380
2,63J,629.31,9072480
W,64C,151.51,966335
X,64C,103.61,966331
Q,64E,205.41,7938280
P,64F,576.01,966333
V,64J,733.21,966341
Z,64J,131.11,966343
Q,64K,641.01,966362
V,64K,736.11,966342
H,64L,734.11,946492
P,64L,83.51,966355
T,64L,238.81,966356
G,64P,205.41,7938180
Y,64T,596.21,966335
6,64Y,700.21,966317
80580,654,794.41,2729280
25680,666,411.31,462780
25880,666,744.61,463080
26080,666,744.61,5170680
26280,666,665.41,5231680
49080,666,673.91,6132480
49280,666,673.41,5626380
51480,666,894.51,6132880
51680,666,466.21,6133080
75180,666,490.01,5232980
75280,666,490.01,5239480
62580,667,662.81,2633180
04080,669,469.01,1641680
04280,669,469.01,1641380
04480,669,994.41,1640880
04580,669,469.01,1642080
04680,669,469.01,1641480
04880,669,469.01,1642280
04980,669,994.41,1642580
13680,669,94.31,6913780
50380,670,743.91,6194280
01980,672,67.21,595580
60380,672,269.31,7399580
10980,674,603.31,54480
858,682,93.11,85996
4,684,359.01,941231
7,684,958.31,3700380
3,685,464.71,941231
4,685,503.41,3700380
5,685,95.11,3700380
6,685,908.51,3700380
7,685,166.21,3700380
86580,700,952.51,4648380
86680,700,907.71,4647880
42380,701,275.81,5978080
53080,702,156.51,5226780
90580,702,161.31,6699880
20580,703,542.41,5860280
20680,703,370.51,5860480
20880,703,483.01,5859480
21080,703,483.01,5859880
24280,703,757.51,7773080
93980,704,590.11,1177780
02780,705,662.41,5726280
18880,707,493.71,902596
18980,707,493.71,902595
22680,708,355.51,7033280
43180,708,89.51,8364580
51880,708,916.31,6454780
99580,708,67.01,971880
05080,709,664.31,7051680
45680,711,293.51,1370180
24280,712,841.51,5823980
24380,712,732.41,5824080
33180,713,605.71,849780
50880,713,121.01,840180
34980,714,851.71,2247680
35080,714,816.11,2247780
51680,714,963.01,4495180
06480,715,473.51,4933080
72780,715,26.31,6309180
72880,715,26.31,6309280
81080,717,677.91,3058380
19680,718,460.21,5972180
89680,718,689.91,7820680
89780,718,689.91,7820780
F,718,274.61,2242380
70080,719,763.51,1476680
70180,719,663.71,1476780
70280,719,634.41,1476880
70380,719,634.41,1476980
E,719,669.91,278880
N,719,688.51,8483380
Z,719,976.61,278880
7,71X,570.11,278880
87380,721,221.81,304380
87480,721,355.21,303180
92480,721,28.41,1088280
98580,721,758.81,2008280
47080,722,781.71,2184980
471XU,722,525.31,9570680
48380,722,125.01,9611580
66680,724,176.21,6241580
58380,725,906.41,886280
99380,725,355.21,303580
64480,726,202.61,682180
68980,726,234.31,6533880
26780,728,701.21,2693480
83880,728,151.51,4543480
05580,729,123.51,5084780
98080,729,270.02,3656980
04880,730,850.41,433980
06380,730,955.71,3078680
86280,730,438.11,970680
86580,730,130.31,970780
53180,731,675.31,6402080
53280,731,670.91,6402180
54180,731,620.31,6402280
54280,731,620.31,6402380
54680,731,817.01,6402480
54780,731,815.61,6402580
81080,732,530.61,4616680
61780,734,339.51,4199380
97980,734,65.71,6817580
06480,735,622.61,1294580
13380,735,525.51,7781080
20680,735,378.71,7780980
58480,735,883.41,5822480
58680,735,883.41,5822580
86080,735,96.01,7730080
87180,735,173.61,100680
03280,736,901.71,1338080
03380,736,567.61,1338180
04580,736,107.91,3097480
04680,736,553.61,3097580
22380,736,415.61,2632980
27080,736,877.61,7176780
28780,736,716.71,9141780
29480,736,289.51,7334080
29780,736,379.81,6746580
51680,736,427.51,1337380
51880,736,427.51,1337480
89380,736,123.91,6338580
25780,737,935.11,1592780
72380,737,178.31,5694380
72880,737,96.01,7982780
72980,737,96.01,7980580
73180,737,335.91,7981180
77580,737,178.21,3868880
94880,737,48.31,5433880
94980,737,34.61,5433680
84180,738,277.61,1221980
84280,738,277.61,1222080
84480,738,478.41,5062380
04880,739,57.81,7206080
14480,739,254.11,5524680
17180,739,801.81,7963480
31680,739,401.51,970280
31780,739,725.41,970480
99380,739,469.01,1641580
99480,739,470.51,1642480
99880,739,801.51,143880
99980,739,664.61,9220580
31080,740,984.41,7545980
00980,741,285.61,1640680
03480,741,900.21,7297080
64180,741,207.41,2905680
85680,741,871.11,6061180
31880,742,523.41,4585580
37380,742,428.61,8831880
37480,742,449.11,8831980
37780,742,210.41,8832080
01780,743,189.71,3511380
08680,743,61.11,9372480
41880,743,339.51,386380
61980,743,344.31,4362580
62180,743,477.31,4362580
62280,743,429.11,4362580
62380,743,650.71,4362580
62780,743,650.71,4362580
62880,743,637.51,4371280
66380,743,659.51,7186580
67980,743,184.81,7677080
70780,743,871.81,4371280
71380,743,628.71,6073580
73480,743,393.41,1512080
73580,743,215.01,1511380
84780,743,863.01,7741380
85680,743,96.91,198235
95280,743,609.11,1551280
16180,744,432.81,7839880
16280,744,432.81,7839280
46180,744,65.01,3222480
46280,744,973.11,3222480
77280,744,6.01,2726080
79680,744,6.01,7182780
99080,744,508.81,4822080
99680,744,79.91,4134380
51780,745,729.41,4325380
74180,745,208.21,7032080
75480,745,383.51,2870780
76880,745,673.91,9756380
77380,745,673.91,9756980
77780,745,54.41,9756580
78080,745,673.91,9757280
13580,746,996.42,197180
17780,746,834.91,9304780
43080,746,662.81,3869080
61180,746,612.81,1335080
61280,746,612.81,1335580
64480,746,743.51,8645080
64580,746,724.41,8645280
73580,746,236.11,4674180
73980,746,596.01,4674180
74580,746,570.01,295780
74680,746,213.31,296080
74880,746,641.41,296180
75080,746,760.01,296280
75280,746,512.31,296380
79580,746,361.11,3869380
79680,746,662.81,3869680
79780,746,662.81,2633380
79880,746,662.81,2633580
79980,746,662.81,2634080
80380,746,855.21,251580
98980,746,732.01,4699080
99980,746,590.81,4216480
19280,747,325.21,6004280
19680,747,705.11,6004280
19880,747,175.51,6004280
26580,747,920.31,6997380
26680,747,486.91,6997380
26980,747,775.01,4726880
27080,747,365.51,6998580
29780,748,203.41,8028180
59680,748,791.61,1530080
82180,748,854.21,7651580
91080,748,875.71,2336780
87480,749,908.31,3710980
93880,749,73.11,9292880
18380,750,552.11,4630380
28280,750,682.81,8389880
30080,750,393.91,6550280
56980,750,399.81,3722580
99080,750,439.31,2050780
02080,751,776.61,1702080
07180,751,906.01,3182980
08480,751,130.61,5636280
08580,751,373.61,5636380
11480,751,89.01,8428280
41680,751,164.91,1475080
95180,751,385.21,3696580
39880,752,91.91,26080
40180,752,837.71,26180
80980,752,834.71,2028580
07380,753,516.81,5360280
23280,753,487.41,3788880
25780,753,899.51,3099480
25880,753,899.51,3099580
40380,753,186.21,5524580
58480,753,510.31,1121180
